id_institucion,nombre,cue,id_edificio,establecimiento_de_cabecera,nivel_educativo,categoria,ambito
"268","J.I.N.Z. NÂº 55  ESC PEDRO ECHAGUE ANEXO","700111201","97",,"INICIAL","PRIMERA",
"269","ESCUELA E.E.E. JUANA GODOY DE BRANDES","700015600","98",,"EDUCACION ESPECIAL","PRIMERA",
"270","C.E.N.S. SAN JUAN DE DIOS","700016600","98",,"CENS","TERCERA",
"271","INGENIEROS DE SAN JUAN","700004200","99",,"PRIMARIO","PRIMERA",
"272","SALVADOR MARIA DEL CARRIL","700058800","100",,"PRIMARIO","PRIMERA",
"273","LEANDRO NICEFORO ALEM","700059600","100",,"PRIMARIO","SEGUNDA",
"274","E.N.I. NÂº 65","700104500","100",,"INICIAL","TERCERA",
"275","NOCTURNA JOHN KENNEDY","700031400","397",,"UEPA","TERCERA",
"276","PRESIDENTE DR. ARTURO UMBERTO ILLIA","700015800","102",,"PRIMARIO","PRIMERA",
"277","ESCUELA TEC. CAP. LAB. NÂ° 27","700068300","102",,"TEC. CAP. LABORAL","TERCERA",
"278","ESCUELA SECUNDARIA PRESIDENTE DR. ARTURO UMBERTO ILLIA","700088700","102",,"SECUNDARIO","PRIMERA",
"279","E.N.I. NÂº 50 PROF MARGARITA RAVIOLI","700094400","102",,"INICIAL","SEGUNDA",
"280","C.E.N.S. ZONA OESTE","700107700","102",,"CENS","TERCERA",
"281","DRA. CARMEN PENALOZA DE VARESE","700015900","103",,"PRIMARIO","PRIMERA",
"282","COLEGIO PROVINCIAL DE CHIMBAS I","700050300","103",,"SECUNDARIO","SEGUNDA",
"283","E.N.I. NÂº 55 GRACIELA MONTES","700096500","103",,"INICIAL","PRIMERA",
"284","U.E.P.A. NÂ° 10","700024000","104",,"UEPA","TERCERA",
"285","AGUSTIN VICTORIO GNECCO","700059400","104",,"PRIMARIO","PRIMERA",
"286","GRAL. ESTANISLAO SOLER","700059500","104",,"PRIMARIO","PRIMERA",
"287","ANEXO ESC. TEC. CAP. LAB. AGUSTIN DELGADO","700068801","104",,"TEC. CAP. LABORAL","SEGUNDA",
"288","C.E.N.S. LOS TAMARINDOS","700117200","104",,"CENS","TERCERA",
"289","JUAN ENRIQUE PESTALOZZI TURNO MANANA","700016000","105",,"PRIMARIO","PRIMERA",
"290","NOCTURNA MAESTRO AUGUSTO ALEJANDRO ORELLANO WALSEN","700050400","105",,"UEPA","TERCERA",
"291","JUAN ENRIQUE PESTALOZZI TURNO TARDE","700081400","105",,"PRIMARIO","PRIMERA",
"292","E.N.I. NÂº 20 PILPINTU","700085000","105",,"INICIAL","PRIMERA",
"293","ESCUELA SECUNDARIA JUAN ENRIQUE PESTALOZZI","700116000","105",,"SECUNDARIO","TERCERA",
"294","WERFIELD SALINAS","700003600","106",,"PRIMARIO","PRIMERA",
"295","PROPAA ZONA NORTE UNIDAD EDUCATIVA NÂ° 73","700066217","106",,"PROPAA","TERCERA",
"297","PROVINCIA DE LA RIOJA","700003900","107",,"PRIMARIO","PRIMERA",
"298","ANEXO ESC. TEC. CAP. LAB. LEOPOLDO LUGONES","700069201","107",,"TEC. CAP. LABORAL","PRIMERA",
"299","E.N.I. NÂº 71 RISAS DEL SOL","700105800","107",,"INICIAL","TERCERA",
"300","TRANSITO DE ORO DE RODRIGUEZ","700035500","108",,"PRIMARIO","PRIMERA",
"301","ESCUELA SECUNDARIA TRANSITO DE ORO DE RODRIGUEZ","700099300","108",,"SECUNDARIO","TERCERA",
"302","J.I.N.Z. NÂº 47 ESC TRANSITO DE ORO DE RODRIGUEZ SEDE","700102200","108",,"INICIAL","PRIMERA",
"303","ARTURO CAPDEVILA","700035400","109",,"PRIMARIO","PRIMERA",
"304","ESCUELA SECUNDARIA ARTURO CAPDEVILA","700092200","109",,"SECUNDARIO","TERCERA",
"305","J.I.N.Z. NÂº 47 ESC ARTURO CAPDEVILA ANEXO","700102201","109",,"INICIAL","SEGUNDA",
"306","13 DE JUNIO","700035300","110",,"PRIMARIO","SEGUNDA",
"307","E.N.I. NÂº 67 DETRAS DEL ARCOIRIS","700105200","110",,"INICIAL","TERCERA",
"308","ESCUELA SECUNDARIA 13 DE JUNIO","700101300","110",,"SECUNDARIO","TERCERA",
"309","DR. HONORIO PUEYRREDON","700023900","111",,"PRIMARIO","PRIMERA",
"310","J.I.N.Z. NÂº 48 ESC DR HONORIO PUEYRREDON SEDE","700102300","111",,"INICIAL","TERCERA",
"311","NOCTURNA SOLDADOS DE MALVINAS","700016200","112",,"UEPA","TERCERA",
"312","REPUBLICA ORIENTAL DEL URUGUAY","700050500","112",,"PRIMARIO","PRIMERA",
"313","ESCUELA TEC. CAP. LAB. TAMBOR DE TACUARI","700070300","112",,"TEC. CAP. LABORAL","TERCERA",
"314","J.I.N.Z. NÂº 48 ESC REPUBLICA ORIENTAL DEL URUGUAY ANEXO","700102301","112",,"INICIAL","TERCERA",
"315","BLAS PARERA","700016300","113",,"PRIMARIO","PRIMERA",
"316","NOCTURNA REPUBLICA ORIENTAL DEL URUGUAY","700016500","113",,"UEPA","TERCERA",
"317","ESC. TEC. CAP. LAB. TAMBOR DE TACUARI (ANEXO)","700070301","113",,"TEC. CAP. LABORAL","TERCERA",
"319","HILARIO ASCASUBI","700007200","114",,"PRIMARIO","TERCERA",
"320","J.I.N.Z. NÂº 8 ESC HILARIO ASCASUBI ANEXO","700102604","114",,"INICIAL","SEGUNDA",
"321","ANTARTIDA ARGENTINA","700007100","115",,"PRIMARIO","TERCERA",
"322","J.I.N.Z. NÂº 8 ESC ANTARTIDA ARGENTINA ANEXO","700102603","115",,"INICIAL","SEGUNDA",
"323","ESCUELA SECUNDARIA ANGUALASTO","700100800","115",,"SECUNDARIO","TERCERA",
"324","MIGUEL CANE","700038900","116",,"ALBERGUE","TERCERA",
"325","JUAN JOSE DE VERTIZ","700006600","117",,"PRIMARIO","TERCERA",
"326","ANEXO ESC. TEC. CAP. LAB. NÂ° 25  HELLEN KELLER","700066901","117",,"TEC. CAP. LABORAL","TERCERA",
"327","J.I.N.Z. NÂº 6 ESC JUAN JOSE DE VERTIZ ANEXO","700102001","117",,"INICIAL","SEGUNDA",
"328","DALMACIO VELEZ SARSFIELD","700007500","118",,"PRIMARIO","TERCERA",
"329","J.I.N.Z. NÂº 8 ESC DALMACIO VELEZ SARFIELD ANEXO","700102602","118",,"INICIAL","SEGUNDA",
"330","17 DE AGOSTO","700006800","119",,"PRIMARIO","TERCERA",
"331","J.I.N.Z. NÂº 6 ESC 17 DE AGOSTO SEDE","700102000","119",,"INICIAL","PRIMERA",
"332","ESCUELA SECUNDARIA 17 DE AGOSTO","700115800","119",,"SECUNDARIO","TERCERA",
"333","PROVINCIA DE SANTA CRUZ","700024500","120",,"PRIMARIO","PRIMERA",
"334","UEPA IGLESIA","700097000","120",,"UEPA","TERCERA",
"335","ESCUELA AGROTECNICA CORNELIO SAAVEDRA","700007600","121",,"AGROTECNICA","SEGUNDA",
"336","RICARDO GUIRALDES","700007800","122",,"PRIMARIO","TERCERA",
"337","ESCUELA TEC. CAP. LAB. NÂ° 24","700072900","122",,"TEC. CAP. LABORAL","TERCERA",
"338","J.I.N.Z. NÂº 6 ESC RICARDO GUIRALDES ANEXO","700102003","122",,"INICIAL","SEGUNDA",
"339","ESCUELA SECUNDARIA RICARDO GUIRALDES","700105000","122",,"SECUNDARIO","TERCERA",
"340","YAPEYU","700006700","123",,"PRIMARIO","TERCERA",
"341","ESCUELA SECUNDARIA BACHILLERATO COLUMNA CABOT","700062300","123",,"SECUNDARIO","TERCERA",
"342","PROPAA ZONA NORTE UNIDAD EDUCATIVA NÂ° 26","700066219","123",,"","",
"343","ESCUELA TEC. CAP. LAB. NÂ° 25 HELLEN KELLER","700066900","123",,"TEC. CAP. LABORAL","TERCERA",
"344","J.I.N.Z. NÂº 6 ESC YAPEYU ANEXO","700102004","123",,"INICIAL","SEGUNDA",
"345","C.E.N.S. 178 PRESBiTERO MARIANO IANNELLI","700009500","124",,"CENS","TERCERA",
"346","ANTONIO QUARANTA","700041900","124",,"PRIMARIO","PRIMERA",
"347","U.E.P.A. NÂ° 5","700041600","125",,"UEPA","TERCERA",
"348","GRAL. SAN MARTIN","700045200","125",,"PRIMARIO","PRIMERA",
"349","ESCUELA TEC. CAP. LAB. GREGORIA MATORRAS DE SAN MARTIN","700066600","125",,"TEC. CAP. LABORAL","PRIMERA",
"350","E.N.I. NÂº 58 WASI KUSI","700098600","125",,"INICIAL","PRIMERA",
"351","E.P.E.T. NÂ° 1 JACHAL","700045100","126",,"TECNICO","PRIMERA",
"352","AGROTECNICA DR. MANUEL BELGRANO","700045300","127",,"AGROTECNICA","PRIMERA",
"353","ESCUELA E.E.E. ABEJITAS DE SANTA RITA","700041400","128",,"EDUCACION ESPECIAL","SEGUNDA",
"354","JOSE MATIAS ZAPIOLA","700051900","129",,"PRIMARIO","TERCERA",
"355","ESCUELA DE NIVEL MEDIO DE NIQUIVIL","700052100","129",,"SECUNDARIO","TERCERA",
"356","ESCUELA TEC. CAP. LAB. NÂ° 26 LUIS SAENZ PENA","700071700","129",,"TEC. CAP. LABORAL","TERCERA",
"357","J.I.N.Z. NÂº 18 ESC JOSE MATIAS ZAPIOLA SEDE","700096200","129",,"INICIAL","PRIMERA",
"358","DEAN GREGORIO FUNES - EMER","700040800","130",,"PRIMARIO","TERCERA",
"359","J.I.N.Z. NÂº 16 ESC DEAN GREGORIO FUNES ANEXO","700096003","130",,"INICIAL","TERCERA",
"360","ANTENOR FLORES VIDAL","700009300","131",,"PRIMARIO","TERCERA",
"361","J.I.N.Z. NÂº 18 ESC ANTENOR FLORES VIDAL ANEXO","700096203","131",,"INICIAL","TERCERA",
"362","MONSENOR TOMAS S. CRUZ","700051800","132",,"PRIMARIO","TERCERA",
"363","J.I.N.Z. NÂº 18 ESC MONSENOR TOMAS S. CRUZ ANEXO","700096206","132",,"INICIAL","TERCERA",
"364","RUBEN DARIO - EMER","700009700","133",,"PRIMARIO","TERCERA",
"365","J.I.N.Z. NÂº 19 ESC RUBEN DARIO ANEXO","700096304","133",,"INICIAL","SEGUNDA",
"366","PROVINCIA DE ENTRE RIOS","700051200","134",,"ALBERGUE","TERCERA",
"367","DR. FEDERICO CANTONI","700016900","135",,"ALBERGUE","TERCERA",
"368","AGROTECNICA HUACO","700050900","135",,"AGROTECNICA","TERCERA",
"369","ANEXO ESC. TEC. CAP. LAB. ARTURO MARASSO (HUACO)","700066701","135",,"TEC. CAP. LABORAL","TERCERA",
"370","J.I.N.Z. NÂº 16 ESC DR. FEDERICO CANTON ANEXO","700096004","135",,"INICIAL","TERCERA",
"371","BUENAVENTURA LUNA - EMER","700016700","136",,"PRIMARIO","TERCERA",
"372","ESCUELA E.E. ABEJITAS DE SANTA RITA ANEXO E.E.E. MULTIPLE ""ABEJITAS DE SANTA RITA""","700041401","136",,"EDUCACION ESPECIAL","PRIMERA",
"373","J.I.N.Z. NÂº 16 ESC BUENAVENTURA LUNA ANEXO","700096002","136",,"INICIAL","TERCERA",
"374","DR. ALFREDO CALCAGNO - EMER","700016800","137",,"PRIMARIO","TERCERA",
"375","J.I.N.Z. NÂº 16 ESCDR. ALFREDO CALCAGNO ANEXO","700096005","137",,"INICIAL","TERCERA",
"376","ONOFRE ILLANES","700017000","138",,"PRIMARIO","TERCERA",
"377","J.I.N.Z. NÂº 16 ESC ONOFRE ILLANES ANEXO","700096001","138",,"INICIAL","TERCERA",
"378","JOSE MARMOL","700009900","139",,"PRIMARIO","TERCERA",
"379","J.I.N.Z. NÂº 16 ESC JOSE MARMOL SEDE","700096000","139",,"INICIAL","TERCERA",
"380","MARCOS SASTRE - EMER","700009800","140",,"PRIMARIO","TERCERA",
"381","J.I.N.Z. NÂº 19 ESC MARCOS SASTRE ANEXO","700096301","140",,"INICIAL","SEGUNDA",
"382","ALMIRANTE RAMON GONZALEZ FERNANDEZ - EMER","700041000","141",,"PRIMARIO","TERCERA",
"383","ESCUELA DE NIVEL MEDIO PAMPA VIEJA","700041100","141",,"SECUNDARIO","TERCERA",
"384","ANEXO ESC. TEC. CAP. LAB. GREGORIA DE SAN MARTIN PAMPA","700066601","141",,"TEC. CAP. LABORAL","SEGUNDA",
"385","J.I.N.Z. NÂº 3 ESC ALMIRANTE RAMON GONZALEZ FERNANDEZ ANEXO","700094303","141",,"INICIAL","PRIMERA",
"386","GABRIEL ALBARRACIN","700042200","142",,"PRIMARIO","TERCERA",
"387","J.I.N.Z. NÂº 19 ESC GABRIEL ALBARRACIN ANEXO","700096306","142",,"INICIAL","SEGUNDA",
"388","ESCUELA SECUNDARIA GABRIEL ALBARRACIN","700112100","142",,"SECUNDARIO","TERCERA",
"389","LORENZO LUZURIAGA","700044600","143",,"PRIMARIO","TERCERA",
"390","J.I.N.Z. NÂº 18 ESC LORENZO LUZURIAGA ANEXO","700096204","143",,"INICIAL","TERCERA",
"391","CAPITAN DE FRAGATA HIPOLITO BUCHARDO","700044500","144",,"PRIMARIO","TERCERA",
"392","J.I.N.Z. NÂº 18 ESC CAPITAN DE FRAGATA HIPOLITO BUCHARDO ANEXO","700096205","144",,"INICIAL","TERCERA",
"393","BIENVENIDA SARMIENTO","700051100","145",,"PRIMARIO","TERCERA",
"394","J.I.N.Z. NÂº 17  BIENVENIDA SARMIENTO ANEXO","700096101","145",,"INICIAL","TERCERA",
"395","AGUSTIN GOMEZ","700010000","146",,"PRIMARIO","TERCERA",
"396","J.I.N.Z. NÂº 19 AGUSTIN GOMEZ ANEXO","700096305","146",,"INICIAL","SEGUNDA",
"397","DR. DANIEL SEGUNDO AUBONE","700010200","147",,"PRIMARIO","TERCERA",
"398","J.I.N.Z. NÂº 19 ESC DR. DANIEL SEGUNDO AUBONE ANEXO","700096303","147",,"INICIAL","SEGUNDA",
"399","AGROINDUSTRIAL MONS.DR.JUAN A.VIDELA CUELLO","700040500","148",,"AGROTECNICA","TERCERA",
"400","ESCUELA TEC. CAP. LAB. ARTURO MARASSO","700066700","148",,"TEC. CAP. LABORAL","TERCERA",
"401","JOAQUIN V. GONZALEZ","700041200","149",,"ALBERGUE","TERCERA",
"402","J.I.N.Z. NÂº 19 ESC  ALBERGUE JOAQUIN V. GONZALEZ ANEXO","700096307","149",,"INICIAL","SEGUNDA",
"403","PROVINCIA DE LA PAMPA","700041500","150",,"PRIMARIO","PRIMERA",
"404","J.I.N.Z. NÂº 17 ESC PROVINCIA DE LA PAMPA ANEXO","700096102","150",,"INICIAL","TERCERA",
"405","INSTITUTO SUPERIOR DE SAN ISIDRO","700040400","149",,"SUPERIOR","PRIMERA",
"406","JUAN DE ECHEGARAY","700052000","151",,"PRIMARIO","TERCERA",
"407","J.I.N.Z. NÂº 18  ESC  JUAN DE ECHEGARAY ANEXO","700096201","151",,"INICIAL","TERCERA",
"408","PEDRO BONIFACIO PALACIOS","700040700","152",,"PRIMARIO","SEGUNDA",
"409","U.E.P.A. NÂ° 5 ANEXO PEDRO BONIFACIO PALACIOS","700041601","152",,"UEPA","TERCERA",
"410","ANEXO ESC. TEC. CAP. LAB. ARTURO MARASSO (TAMBERIAS)","700066702","152",,"TEC. CAP. LABORAL","TERCERA",
"411","J.I.N.Z. NÂº 3 ESC PEDRO BONIFACIO PALACIOS ANEXO","700094302","152",,"INICIAL","PRIMERA",
"412","ESCUELA SECUNDARIA PEDRO BONIFACIO PALACIOS","700098100","152",,"SECUNDARIO","TERCERA",
"413","24 DE SEPTIEMBRE - EMER","700011700","153",,"PRIMARIO","PRIMERA",
"414","C.E.N.S. HEBE FIGUEROA","700040900","153",,"CENS","TERCERA",
"415","J.I.N.Z. NÂº 3 ESC 24 DE SEPTIEMBRE ANEXO","700094301","153",,"INICIAL","PRIMERA",
"416","FRONTERAS ARGENTINAS","700017100","154",,"PRIMARIO","TERCERA",
"417","ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI","700051600","154",,"SECUNDARIO","PRIMERA",
"418","J.I.N.Z. NÂº 17 ESC FRONTERAS ARGENTINAS SEDE","700096100","154",,"INICIAL","TERCERA",
"419","JUAN MARIA GUTIERREZ - EMER","700051000","155",,"PRIMARIO","TERCERA",
"420","J.I.N.Z. NÂº 19 ESC JUAN MARIA GUTIERREZ ANEXO","700096308","155",,"INICIAL","PRIMERA",
"421","AGROTeCNICA PROF. ANA PEREZ CIANI","700021600","156",,"AGROTECNICA","TERCERA",
"422","EUSEBIO SEGUNDO ZAPATA","700021400","157",,"PRIMARIO","TERCERA",
"423","J.I.N.Z. NÂº 32 ESC EUSEBIO SEGUNDO ZAPATA SEDE","700103000","157",,"INICIAL","PRIMERA",
"424","ANEXO NOCTURNA DR. RICARDO BALBIN","700021201","158",,"UEPA","TERCERA",
"425","DR. LUIS AGOTE","700039500","158",,"PRIMARIO","PRIMERA",
"426","ANEXO ESC. TEC. CAP. LAB. DOMINGO MATHEU","700066801","158",,"TEC. CAP. LABORAL","SEGUNDA",
"427","J.I.N.Z. NÂº 32  ESC DR. LUIS AGOTE ANEXO","700103004","158",,"INICIAL","PRIMERA",
"428","C.E.N.S. LAS CHACRITAS","700112700","158",,"CENS","TERCERA",
"429","PROCESA SARMIENTO DE LENOIR","700039400","159",,"PRIMARIO","SEGUNDA",
"430","ESC. ED.SECUNDARIA PROCESA SARMIENTO DE LENOIR","700089100","159",,"SECUNDARIO","TERCERA",
"431","J.I.N.Z. NÂº 32  ESC PROCESA SARMIENTO DE LENOIR ANEXO","700103005","159",,"INICIAL","PRIMERA",
"432","ESTEBAN DE LUCA","700021300","160",,"PRIMARIO","TERCERA",
"433","J.I.N.Z. NÂº 32  ESC ESTEBAN DE LUCA ANEXO","700103003","160",,"INICIAL","PRIMERA",
"434","GRANADEROS DE SAN MARTIN","700056500","161",,"PRIMARIO","PRIMERA",
"435","ESCUELA TEC. CAP. LAB. JORGE HUMBERTO YACANTE","700073700","161",,"TEC. CAP. LABORAL","TERCERA",
"436","C.E.N.S. JORGE H. YACANTE","700097500","161",,"CENS","TERCERA",
"437","E.N.I. NÂº 66 PEQUENOS GRANADEROS","700104600","161",,"INICIAL","PRIMERA",
"438","BATALLA DE TUCUMAN","700056100","162",,"PRIMARIO","TERCERA",
"439","ESCUELA TECNICA DE CAPACITACION LABORAL ""INT. JOAQUIN UNAC""","700068600","162",,"TEC. CAP. LABORAL","TERCERA",
"440","ESCUELA SECUNDARIA BATALLA DE TUCUMAN","700100300","162",,"SECUNDARIO","TERCERA",
"441","J.I.N.Z. NÂº 27 ESC BATALLA DE TUCUMAN SEDE","700104100","162",,"INICIAL","PRIMERA",
"442","MAESTRO ARGENTINO","700020000","163",,"PRIMARIO","TERCERA",
"443","J.I.N.Z. NÂº 26  MAESTRO ARGENTINO ANEXO","700104402","163",,"INICIAL","PRIMERA",
"444","ANEXO ESCUELA NOCTURNA MINERO SANJUANINO","700008701","164",,"UEPA","TERCERA",
"445","ESCUELA COMERCIO SIXTO SALINAS DE RIVERA","700020100","164",,"SECUNDARIO","SEGUNDA",
"446","CARLOS N. VERGARA - EMER","700020400","164",,"PRIMARIO","PRIMERA",
"447","J.I.N.Z. NÂº 26 ESC CARLOS N VERGARA ANEXO ","700104401","164",,"INICIAL","PRIMERA",
"448","DR. ALBERT SCHWEITZER","700019900","165",,"PRIMARIO","SEGUNDA",
"449","ANEXO ESCUELA TECNICA DE CAPACITACION LABORAL ""INT. JOAQUIN UNAC","700068601","165",,"","",
"450","J.I.N.Z. NÂº 27 ESC ALBERT SCHWEITZER ANEXO","700104103","165",,"INICIAL","PRIMERA",
"451","PEDRO DE VALDIVIA","700020200","166",,"PRIMARIO","TERCERA",
"452","J.I.N.Z. NÂº 26 ESC PEDRO DE VALDIVIA SEDE","700104400","166",,"INICIAL","PRIMERA",
"453","JUSTO JOSE DE URQUIZA","700033900","167",,"PRIMARIO","TERCERA",
"454","ESCUELA SECUNDARIA JUSTO JOSE DE URQUIZA","700094500","167",,"SECUNDARIO","TERCERA",
"455","J.I.N.Z. NÂº 29  ESC JUSTO JOSE DE URQUIZA ANEXO","700103103","167",,"INICIAL","PRIMERA",
"456","TIERRA DEL FUEGO","700019800","168",,"PRIMARIO","TERCERA",
"457","J.I.N.Z. NÂº 28 ESC TIERRA DEL FUEGO SEDE","700104200","168",,"INICIAL","TERCERA",
"458","J.I.N.Z. NÂº 30  ESC DR. CARLOS SAAVEDRA LAMAS ANEXO","700103202","169",,"INICIAL","PRIMERA",
"459","DR. CARLOS SAAVEDRA LAMAS","700034300","169",,"PRIMARIO","TERCERA",
"460","LUIS VERNET","700019700","170",,"PRIMARIO","SEGUNDA",
"461","J.I.N.Z. NÂº 27 ESC LUIS VERNET ANEXO","700104102","170",,"INICIAL","PRIMERA",
"462","PEDRO ALVAREZ","700055900","171",,"PRIMARIO","SEGUNDA",
"463","ESCUELA SECUNDARIA PEDRO ALVAREZ","700101100","171",,"SECUNDARIO","TERCERA",
"464","J.I.N.Z. NÂº 26  ESC PEDRO ALVAREZ ANEXO","700104404","171",,"INICIAL","PRIMERA",
"465","GRAL. MARTIN MIGUEL DE GUEMES","700034500","172",,"PRIMARIO","TERCERA",
"466","ESCUELA SECUNDARIA GRAL. MARTIN MIGUEL DE GUEMES","700101200","172",,"SECUNDARIO","TERCERA",
"467","J.I.N.Z. NÂº 28  GRAL. MARTIN MIGUEL DE GUEMES ANEXO","700104202","172",,"INICIAL","TERCERA",
"468","12 DE AGOSTO","700034400","173",,"PRIMARIO","SEGUNDA",
"469","J.I.N.Z. NÂº 30  ESC 12 DE AGOSTO ANEXO","700103204","173",,"INICIAL","PRIMERA",
"470","ESCUELA SECUNDARIA 12 DE AGOSTO","700109400","173",,"SECUNDARIO","TERCERA",
"471","JOSE RUDECINDO ROJO","700019600","174",,"PRIMARIO","PRIMERA",
"472","ESCUELA TEC. CAP. LAB. JOSE RUDECINDO ROJO","700067500","174",,"TEC. CAP. LABORAL","TERCERA",
"473","GRAL. MARIANO ACHA","700003300","175",,"PRIMARIO","TERCERA",
"474","J.I.N.Z. NÂº 29 ESC GENERAL MARIANO ACHA SEDE","700103100","175",,"INICIAL","PRIMERA",
"475","JOSE MARIA TORRES","700003400","176",,"PRIMARIO","PRIMERA",
"476","ESCUELA DE EDUCACION SECUNDARIA JOSE MARIA TORRES","700084600","176",,"SECUNDARIO","PRIMERA",
"477","E.N.I. NÂº 33 MARIA LAURA DEVETACH","700087300","176",,"INICIAL","PRIMERA",
"478","ESPANA","700020700","177",,"PRIMARIO","PRIMERA",
"479","PROPAA ZONA SUR CAP 81","700066126","177",,"","",
"480","ESCUELA SECUNDARIA ESPANA","700080500","177",,"SECUNDARIO","PRIMERA",
"481","E.N.I. NÂº 76 LAURA LEWIN","700111300","177",,"INICIAL","TERCERA",
"482","DR. ANTONINO  ABERASTAIN","700020600","178",,"PRIMARIO","PRIMERA",
"483","INGENIERO MARCO ANTONIO ZALAZAR","700056200","178",,"PRIMARIO","PRIMERA",
"484","NOCTURNA DR. ANTONINO ABERASTAIN","700056400","178",,"UEPA","TERCERA",
"485","ESCUELA TEC. CAP. LAB. MAGDALENA B. DE ABERASTAIN","700071400","178",,"TEC. CAP. LABORAL","SEGUNDA",
"486","CONTRA ALMIRANTE ELEAZAR VIDELA","700056300","179",,"PRIMARIO","PRIMERA",
"487","J.I.N.Z. NÂº 27 ESC CONTRALMIRANTE ELEAZAR VIDELA ANEXO","700104101","179",,"INICIAL","PRIMERA",
"488","COLEGIO SECUNDARIO PROFESOR FROILAN JAVIER FERRERO","700020800","180",,"SECUNDARIO","PRIMERA",
"489","C.E.N.S. POCITO","700020900","180",,"CENS","TERCERA",
"490","ESCUELA NORMAL SUPERIOR ""SARMIENTO"" ANEXO","700025401","180",,"SUPERIOR","CUARTA",
"491","INSTITUTO TECNICO SUPERIOR DE GESTION SARMIENTO","700075900","270",,"SUPERIOR","TERCERA",
"492","RABINDRANATH TAGORE","700034200","181",,"PRIMARIO","PRIMERA",
"493","NOCTURNA JUSTO JOSE DE URQUIZA","700034600","181",,"UEPA","TERCERA",
"494","ANEXO ESC. TEC. CAP. LAB. INGENIERO DOMINGO KRAUSE","700070501","181",,"TEC. CAP. LABORAL","PRIMERA",
"495","C.E.N.S. INGENIERO DOMINGO KRAUSE","700096900","181",,"CENS","TERCERA",
"496","J.I.N.Z. NÂº 29  ESC RABINDRANATH TAGORE ANEXO","700103101","181",,"INICIAL","PRIMERA",
"497","ESCUELA SECUNDARIA RABINDRANATH TAGORE","700110100","181",,"SECUNDARIO","TERCERA",
"498","FRAY LUIS BELTRAN","700030000","182",,"PRIMARIO","SEGUNDA",
"499","E.N.I. NÂº 75 ELENA SANTA CRUZ","700114000","182",,"INICIAL","TERCERA",
"500","MARCELINO GUARDIOLA","700036900","183",,"PRIMARIO","PRIMERA",
"501","ESCUELA SECUNDARIA MARCELINO GUARDIOLA","700101800","183",,"SECUNDARIO","TERCERA",
"502","J.I.N.Z. NÂº 52  ESC MARCELINO GUARDIOLA ANEXO","700113704","183",,"INICIAL","PRIMERA",
"503","MARY OLSTINE GRAHAM","700030100","184",,"PRIMARIO","PRIMERA",
"504","E.N.I. NÂº 45 MARTA GRAHAM","700089800","184",,"INICIAL","PRIMERA",
"505","EUGENIA BELIN SARMIENTO","700005500","185",,"PRIMARIO","PRIMERA",
"506","ESCUELA TEC. CAP. LAB. TERESA DE ASCENCIO DE DE MALLEA","700071100","185",,"TEC. CAP. LABORAL","TERCERA",
"507","ESCUELA SECUNDARIA EUGENIA BELIN SARMIENTO","700089300","185",,"SECUNDARIO","PRIMERA",
"508","NOCTURNA ALMIRANTE BROWN","700002000","419",,"UEPA","TERCERA",
"509","GABRIELA MISTRAL","700002100","186",,"PRIMARIO","PRIMERA",
"510","JOSE HERNANDEZ","700002200","186",,"PRIMARIO","PRIMERA",
"511","ESCUELA TEC. CAP. LAB. JUAN PABLO ECHAGUE","700068400","186",,"TEC. CAP. LABORAL","SEGUNDA",
"512","E.N.I. NÂº 51 TIEMPO DE SOL","700093600","186",,"INICIAL","PRIMERA",
"513","ANTONIO DE LA TORRE","700004700","187",,"PRIMARIO","PRIMERA",
"514","PROPAA ZONA SUR PROPAA - CAP 14 CIC VILLA KRAUSE","700066107","187",,"PROPAA","CUARTA",
"515","E.N.I. NÂº 36 MILO LOCKETT","700087500","187",,"INICIAL","PRIMERA",
"516","E.P.E.T. NÂ° 3  SAN JUAN","700032200","188",,"TECNICO","PRIMERA",
"517","TENIENTE GRAL. PEDRO EUGENIO ARAMBURU","700006500","189",,"PRIMARIO","PRIMERA",
"518","PRESIDENTE JUAN DOMINGO PERON","700038800","189",,"PRIMARIO","PRIMERA",
"519","ESCUELA TEC. CAP. LAB. NINAS DE AYOHUMA","700071600","189",,"TEC. CAP. LABORAL","SEGUNDA",
"520","E.N.I. NÂº 34 MAGDALENA GUEMES","700087400","189",,"INICIAL","PRIMERA",
"521","U.E.P.A. NÂ° 9","700005100","190",,"UEPA","TERCERA",
"522","SAN JUAN EUDES","700005400","190",,"PRIMARIO","SEGUNDA",
"523","E.N.I. NÂº  28 SAN JUAN BAUTISTA","700086600","190",,"INICIAL","PRIMERA",
"524","SATURNINO SARASSA","700037500","191",,"PRIMARIO","PRIMERA",
"525","E.N.I. NÂº 26 TAYNEMTA","700086300","191",,"INICIAL","PRIMERA",
"526","ESCUELA SECUNDARIA SATURNINO SARASSA","700100500","191",,"SECUNDARIO","TERCERA",
"527","NOCTURNA ANGEL SALVADOR MARTIN","700001800","192",,"UEPA","TERCERA",
"528","JUAN XXIII","700001900","192",,"PRIMARIO","SEGUNDA",
"529","11 DE SEPTIEMBRE","700030200","192",,"PRIMARIO","PRIMERA",
"530","ESCUELA TEC. CAP. LAB. ROBERTO J. PAYRO","700072200","192",,"TEC. CAP. LABORAL","PRIMERA",
