id_institucion,nombre,cue,id_edificio,establecimiento_de_cabecera,nivel_educativo,categoria,ambito
"531","ESCUELA SECUNDARIA JUAN XXIII","700083200","192",,"SECUNDARIO","PRIMERA",
"532","E.N.I. NÂº 52 RUTH HARF","700094600","192",,"INICIAL","PRIMERA",
"533","PROPAA ZONA SUR CAP 87","700066130","193",,"PROPAA","CUARTA",
"534","ESCUELA SECUNDARIA JOSE MANUEL ESTRADA","700093300","193",,"SECUNDARIO","SEGUNDA",
"535","14 DE FEBRERO","700030300","193",,"PRIMARIO","PRIMERA",
"536","MAESTRO JOSE BERRUTTI","700046400","194",,"PRIMARIO","TERCERA",
"537","J.I.N.Z. NÂº 50  ESC MAESTRO JOSE JOAQUIN BERRUTTI ANEXO","700113501","194",,"INICIAL","PRIMERA",
"538","CECILIO AVILA","700012000","195",,"PRIMARIO","PRIMERA",
"539","DIVINO NInO JESuS","700024300","195",,"UEPA","TERCERA",
"540","ESCUELA SECUNDARIA CECILIO AVILA","700106000","195",,"SECUNDARIO","TERCERA",
"541","J.I.N.Z. NÂº 51  ESC CECILIO AVILA ANEXO","700113601","195",,"INICIAL","PRIMERA",
"542","PATRICIAS MENDOCINAS","700046700","196",,"PRIMARIO","TERCERA",
"543","MISION MONOTECNICA Y DE EXTENCION CULTURAL NÂ° 14","700070800","196",,"MONOTECNICA","TERCERA",
"544","ESCUELA SECUNDARIA PATRICIAS MENDOCINAS","700082400","196",,"SECUNDARIO","TERCERA",
"545","J.I.N.Z. NÂº 50 ESCUELA PATRICIAS MENDOCINAS SEDE","700113500","196",,"INICIAL","PRIMERA",
"546","AMERICA","700046900","197",,"PRIMARIO","TERCERA",
"547","J.I.N.Z. NÂº 49  ESC AMERICA ANEXO","700113402","197",,"INICIAL","CUARTA",
"548","ESCUELA AGROTECNICA LOS PIONEROS","700047200","198",,"AGROTECNICA","PRIMERA",
"549","JUANA CARDOSO ABERASTAIN","700047300","198",,"PRIMARIO","TERCERA",
"550","J.I.N.Z. NÂº 49  ESC JUANA CARDOSO ABERASTAIN ANEXO","700113403","198",,"INICIAL","SEGUNDA",
"551","PRESIDENTE SARMIENTO","700012200","199",,"PRIMARIO","SEGUNDA",
"552","ANEXO ESC. TEC. CAP. LAB. MONS. LEONARDO GALLARDO","700067001","199",,"TEC. CAP. LABORAL","SEGUNDA",
"553","ESCUELA SECUNDARIA PRESIDENTE SARMIENTO","700082600","199",,"SECUNDARIO","SEGUNDA",
"554","J.I.N.Z. NÂº 50  ESC PRESIDENTE SARMIENTO ANEXO","700113504","199",,"INICIAL","PRIMERA",
"555","PROVINCIA DE MISIONES","700012100","200",,"PRIMARIO","TERCERA",
"556","J.I.N.Z. NÂº 49  ESC PROVINCIA DE MISIONES ANEXO","700113404","200",,"INICIAL","SEGUNDA",
"557","ROSARIO VERA PENALOZA","700046800","201",,"PRIMARIO","TERCERA",
"558","PROPAA ZONA SUR CAP 02 PATRICIAS MENDOCINAS & BIBLIOTECA SUR","700066103","201",,"","",
"559","PROPAA ZONA SUR CAP 80","700066125","201",,"","",
"560","C.E.N.S. MEDANO DE ORO","700109600","201",,"CENS","TERCERA",
"561","J.I.N.Z. NÂº 49  ESC ROSARIO VERA PENALOZA SEDE","700113400","201",,"INICIAL","SEGUNDA",
"562","WALT DISNEY","700046600","202",,"PRIMARIO","TERCERA",
"563","J.I.N.Z. NÂº 50  ESC WALT DISNEY ANEXO","700113502","202",,"INICIAL","PRIMERA",
"564","HECTOR CONTE GRAND","700047000","203",,"PRIMARIO","TERCERA",
"565","J.I.N.Z. NÂº 49  ESC HECTOR CONTE GRAND ANEXO","700113401","203",,"INICIAL","SEGUNDA",
"566","ESCUELA E.E.E. DRA. CAROLINA TOBAR GARCIA","700005000","204",,"EDUCACION ESPECIAL","PRIMERA",
"567","ANEXO NOCTURNA ANGEL SALVADOR MARTIN","700001801","205",,"UEPA","TERCERA",
"568","DR. NICANOR LARRAIN","700037400","205",,"PRIMARIO","PRIMERA",
"569","ESCUELA SECUNDARIA DR. NICANOR LARRAIN","700099800","205",,"SECUNDARIO","TERCERA",
"570","J.I.N.Z. NÂº 52  ESC DR NICANOR LARRAIN ANEXO","700113702","205",,"INICIAL","CUARTA",
"571","MERCEDES SAN MARTIN DE BALCARCE","700032300","206",,"PRIMARIO","PRIMERA",
"572","DOMINGO FAUSTINO SARMIENTO","700032400","206",,"PRIMARIO","PRIMERA",
"573","E.N.I. NÂº 12 TELTANTI YU","700032500","206",,"INICIAL","PRIMERA",
"574","NOCTURNA ING. DOMINGO KRAUSE","700032600","206",,"UEPA","TERCERA",
"575","ESCUELA TEC. CAP. LAB. INGENIERO DOMINGO KRAUSE","700070500","199",,"TEC. CAP. LABORAL","PRIMERA",
"576","PROVINCIA DEL CHACO","700047100","207",,"PRIMARIO","PRIMERA",
"577","J.I.N.Z. NÂº 51 ESC PROVINCIA DEL CHACO SEDE","700113600","207",,"INICIAL","PRIMERA",
"578","E.N.I. NÂº 8 QUINOA","700017300","208",,"INICIAL","PRIMERA",
"579","COLEGIO SECUNDARIO DR. DIEGO DE SALINAS","700017400","208",,"SECUNDARIO","PRIMERA",
"580","PROVINCIA DE CATAMARCA","700052300","208",,"PRIMARIO","PRIMERA",
"581","MALVINAS ARGENTINAS","700052500","208",,"PRIMARIO","SEGUNDA",
"582","PROVINCIA DE TUCUMAN","700015500","209",,"PRIMARIO","PRIMERA",
"583","C.E.N.S. RIVADAVIA","700065500","209",,"CENS","TERCERA",
"584","ANEXO ESC. TEC. CAP. LAB. PABLO A. PIZZURNO","700067801","209",,"TEC. CAP. LABORAL","SEGUNDA",
"585","ESCUELA DE SECUNDARIA PROVINCIA DE TUCUMAN","700088800","209",,"SECUNDARIO","TERCERA",
"586","J.I.N.Z. NÂº 43 ESC PROVINCIA DE TUCUMAN ANEXO","700099601","209",,"INICIAL","PRIMERA",
"587","TIMOTEO MARADONA","700028000","210",,"PRIMARIO","PRIMERA",
"588","J.I.N.Z. NÂº 43 ESC TIMOTEO MARADONA ANEXO","700099603","210",,"INICIAL","PRIMERA",
"589","NOCTURNA MATIAS ZAVALLA ANEXO","700027201","210",,"UEPA","TERCERA",
"590","C.E.N.S. RIM 22","700063800","210",,"CENS","TERCERA",
"591","E.N.I. NÂº 13 JORGE MARIO BERGOGLIO","700049800","211",,"INICIAL","PRIMERA",
"592","BÂ° PARQUE RIVADAVIA NORTE","700050200","211",,"PRIMARIO","PRIMERA",
"593","ESCUELA E. E. JOSE DE CUPERTINO (EX E.E.E. MULTIPLE DE RIVADAVIA)","700058500","211",,"EDUCACION ESPECIAL","PRIMERA",
"594","ESCUELA TEC. CAP. LAB. MONS. JOSE AMERICO ORZALI","700069400","211",,"TEC. CAP. LABORAL","PRIMERA",
"595","COLEGIO SECUNDARIO BÂº PARQUE RIVADAVIA NORTE","700075800","211",,"SECUNDARIO","PRIMERA",
"596","PROVINCIA DE SALTA","700015400","212",,"PRIMARIO","PRIMERA",
"597","E.N.I. NÂº 6","700050000","212",,"INICIAL","PRIMERA",
"598","NOCTURNA PRIMERA JUNTA","700000600","228",,"UEPA","TERCERA",
"599","COLEGIO SECUNDARIO PROVINCIAL DE RIVADAVIA","700050100","212",,"SECUNDARIO","SEGUNDA",
"600","ANEXO SOLDADOS DE MALVINAS","700016201","213",,"UEPA","TERCERA",
"601","INDEPENDENCIA ARGENTINA","700028300","213",,"PRIMARIO","PRIMERA",
"602","ANEXO ESC. TEC. CAP. LAB. EJERCITO ARGENTINO","700068001","213",,"TEC. CAP. LABORAL","SEGUNDA",
"603","J.I.N.Z. NÂº 44 ESC INDEPENDENCIA ARGENTINA ANEXO","700099701","213",,"INICIAL","PRIMERA",
"604","C.E.N.S. SOLDADOS DE MALVINAS","700109900","213",,"CENS","TERCERA",
"605","CORNELIO SAAVEDRA TURNO MANANA","700015300","214",,"PRIMARIO","PRIMERA",
"606","ESCUELA BARRIO HUAZIHUL","700049900","214",,"PRIMARIO","SEGUNDA",
"607","J.I.N.Z. NÂº 44 ESC  CORNELIO SAAVEDRA TM ANEXO","700099702","214",,"INICIAL","PRIMERA",
"608","J.I.N.Z. NÂº 44 ESC  CORNELIO SAAVEDRA TT ANEXO","700099703","214",,"INICIAL","PRIMERA",
"609","DOCENTES SANJUANINOS","700052800","215",,"PRIMARIO","PRIMERA",
"610","J.I.N.Z. NÂº 43 ESC DOCENTES SANJUANINOS ANEXO","700099602","215",,"INICIAL","PRIMERA",
"611","GRAL. MARINO BARTOLOME CARRERAS","700050700","216",,"PRIMARIO","PRIMERA",
"612","GENDARME ARGENTINO","700058600","216",,"PRIMARIO","SEGUNDA",
"613","POLICIA DE LA PROVINCIA DE SAN JUAN","700052900","217",,"PRIMARIO","PRIMERA",
"614","J.I.N.Z. NÂº 43 ESC POLICIA DE LA PROVINCIA DE SAN JUAN SEDE","700099600","217",,"INICIAL","PRIMERA",
"615","NOCTURNA ING PEDRO PASCUAL RAMIREZ","700017200","218",,"UEPA","TERCERA",
"616","PROVINCIA DE MENDOZA","700052400","218",,"PRIMARIO","PRIMERA",
"617","SAN JUAN DE LA FRONTERA","700052600","218",,"PRIMARIO","PRIMERA",
"618","ESCUELA TEC. CAP. LAB. INFANTERIA ARGENTINA","700072500","218",,"TEC. CAP. LABORAL","PRIMERA",
"619","JUAN JOSE CASTELLI  TURNO MANANA","700028600","219",,"PRIMARIO","PRIMERA",
"620","ESCUELA TEC. CAP. LAB. DR. AUDINO RODRIGUEZ Y OLMOS","700073400","219",,"TEC. CAP. LABORAL","PRIMERA",
"621","ESCUELA DE NIVEL PRIMARIO BANDERA CIUDADANA","700081300","219",,"PRIMARIO","PRIMERA",
"622","J.I.N.Z. NÂº 36 ESC JUAN JOSE CASTELL T M ANEXO","700103402","219",,"INICIAL","CUARTA",
"623","J.I.N.Z. NÂº 36 ESC ESC JUAN JOSE CASTELLI T T ANEXO","700103403","219",,"INICIAL","PRIMERA",
"624","ANEXO DIOGENES PERRAMON","700053101","220",,"PRIMARIO","PRIMERA",
"625","J.I.N.Z. NÂº 36 ESC DIOGENES PERRAMON ANEXO","700103401","220",,"INICIAL","PRIMERA",
"626","PEDRO DE MARQUEZ","700012300","221",,"PRIMARIO","PRIMERA",
"627","ESCUELA DE COMERCIO NICOLAS ECHEZARRETA","700047400","221",,"SECUNDARIO","PRIMERA",
"628","J.I.N.Z. NÂº 37 ESC PEDRO DE MARQUEZ ANEXO","700103301","221",,"INICIAL","TERCERA",
"629","NOCTURNA PEDRO ECHAGUE","700017700","222",,"UEPA","TERCERA",
"630","JULIA LEON","700053000","222",,"PRIMARIO","PRIMERA",
"631","ESCUELA TEC. CAP. LAB. PABLO PIZZURNO","700067800","222",,"TEC. CAP. LABORAL","SEGUNDA",
"632","ESCUELA DE EDUCACION SECUNDARIA JULIA LEON","700084300","222",,"SECUNDARIO","SEGUNDA",
"633","E.N.I. NÂº 22 PROF. MARGARITA MUGNOS DE ESCUDERO","700085600","222",,"INICIAL","PRIMERA",
"634","GRAL. INGENIERO ENRIQUE MOSCONI","700001500","223",,"PRIMARIO","PRIMERA",
"635","E.N.I. NÂº 62 LA HIGUERITA DEL JARDIN","700099900","223",,"INICIAL","PRIMERA",
"636","ANEXO NOCTURNA ALMIRANTE G. BROWN","700002001","224",,"UEPA","TERCERA",
"637","CRISTOBAL COLON","700017600","224",,"PRIMARIO","TERCERA",
"638","PROPAA ZONA SUR CAP NÂ° 79 & UNION VECINAL VILLA NACUSI","700066124","224",,"","",
"639","ESCUELA TEC. CAP. LAB. MONS. LEONARDO GALLARDO ","700067000","224",,"TEC. CAP. LABORAL","SEGUNDA",
"640","J.I.N.Z. NÂº 50 ESCUELA CRISTOBAL COLON ANEXO","700113503","224",,"INICIAL","PRIMERA",
"641","ALEJANDRO MARIA DE AGUADO","700043200","225",,"PRIMARIO","PRIMERA",
"642","ESCUELA TeCNICA DE CAPACITACIoN LABORAL â€œMADRE TERESA DE CALCUTA"" (EX  T.C.L NÂº 18)","700075200","225",,"TEC. CAP. LABORAL","TERCERA",
"643","C.E.N.S. SAN MARTIN","700080900","225",,"CENS","TERCERA",
"644","ESCUELA SECUNDARIA ALEJANDRO MARIA DE AGUADO","700086200","225",,"SECUNDARIO","PRIMERA",
"645","E.N.I. NÂº 48 PORTAL PIE DE PALO","700091600","225",,"INICIAL","SEGUNDA",
"646","COMBATE DE SAN LORENZO - EMER","700043300","226",,"PRIMARIO","TERCERA",
"647","J.I.N.Z. NÂº 15 ESC COMBATE DE SAN LORENZO ANEXO","700102803","226",,"INICIAL","SEGUNDA",
"648","AUTONOMIA CIUDAD DE BAILEN","700042600","227",,"PRIMARIO","TERCERA",
"649","PROPAA  ZONA ESTE UNIDAD EDUCATIVA NÂ° 77","700066317","227",,"","",
"650","J.I.N.Z. NÂº 12 ESC AUTONOMIA CIUDAD DE BAILEN SEDE","700103700","227",,"INICIAL","SEGUNDA",
"651","PROVINCIA DE NEUQUEN","700043400","228",,"PRIMARIO","PRIMERA",
"652","PROFESOR JULIO GUTIERREZ","700092300","228",,"SECUNDARIO","TERCERA",
"653","J.I.N.Z. NÂº 35 PROVINCIA DE NEUQUEN  ANEXO","700098201","228",,"INICIAL","TERCERA",
"654","DOMINGUITO","700042700","229",,"PRIMARIO","TERCERA",
"655","ANEXO ESC. TEC. CAP. LAB. MARIA CONTI DE TINTO","700071201","229",,"TEC. CAP. LABORAL","TERCERA",
"656","J.I.N.Z. NÂº 12 ESC DOMINGUITO ANEXO","700103701","229",,"INICIAL","SEGUNDA",
"657","ESCUELA NOCTURNA ""CEFERINO NAMUNCURA""","700115100","229",,"UEPA","TERCERA",
"658","HORACIO MANN","700010300","230",,"PRIMARIO","TERCERA",
"659","J.I.N.Z. NÂº 12 ESC HORACIO MANN ANEXO","700103702","230",,"INICIAL","SEGUNDA",
"660","E.E.E CRUCERO A.R.A. GENERAL BELGRANO","700043500","231",,"EDUCACION ESPECIAL","PRIMERA",
"661","ANTONIO PULENTA","700043600","232",,"PRIMARIO","TERCERA",
"662","J.I.N.Z. NÂº 15 ESC ANTONIO PULENTA ANEXO","700102801","232",,"INICIAL","SEGUNDA",
"663","JUAN LARREA - EMER","700043700","233",,"PRIMARIO","PRIMERA",
"664","ESCUELA DE FORMACION PROFESIONAL MIGUEL ANTONIO LEO","700067100","233",,"TEC. CAP. LABORAL","TERCERA",
"665","ESCUELA SECUNDARIA JUAN LARREA","700097800","233",,"SECUNDARIO","TERCERA",
"666","J.I.N.Z. NÂº 15 ESC JUAN LARREA SEDE","700102800","233",,"INICIAL","SEGUNDA",
"667","INSTITUTO SUPERIOR TECNICO DE SAN MARTIN ANEXO","700112501","233",,"SUPERIOR","CUARTA",
"668","REPUBLICA DEL PERU","700043800","234",,"PRIMARIO","TERCERA",
"669","J.I.N.Z. NÂº 35 REPUBLICA DEL PERU SEDE","700098200","234",,"INICIAL","PRIMERA",
"670","ERNESTINA ECHEGARAY DE ANDINO","700043000","235",,"PRIMARIO","PRIMERA",
"671","ESCUELA TEC. CAP. LAB. MARIA CONTI DE TINTO","700071200","235",,"TEC. CAP. LABORAL","TERCERA",
"672","J.I.N.Z. NÂº 12 ESC ERNESTINA ECHEGARAY DE ANDINO ANEXO","700103703","235",,"INICIAL","SEGUNDA",
"673","JULIO VERNE","700043100","236",,"PRIMARIO","TERCERA",
"674","J.I.N.Z. NÂº 35 JULIO VERNE  ANEXO","700098202","236",,"INICIAL","SEGUNDA",
"675","E.N.I. NÂº 7 AYAC YANEN","700003500","237",,"INICIAL","PRIMERA",
"676","NOCTURNA ING. LUIS ANGEL NOUSSAN","700006200","237",,"UEPA","TERCERA",
"677","ARISTOBULO GARCIA","700034800","237",,"PRIMARIO","PRIMERA",
"678","DR. CARLOS PELLEGRINI","700038600","237",,"PRIMARIO","PRIMERA",
"679","ESCUELA TEC. CAP. LAB. DOMINGO MATHEU","700066800","237",,"TEC. CAP. LABORAL","SEGUNDA",
"680","JUAN DOLORES GODOY","700000800","238",,"PRIMARIO","SEGUNDA",
"681","COLEGIO SECUNDARIO JUAN PABLO ECHAGUE","700026300","238",,"SECUNDARIO","PRIMERA",
"682","E.N.I. NÂº 82 ALAS DE GRULLA","700116600","238",,"INICIAL","TERCERA",
"683","MARIANO NECOCHEA","700000200","239",,"PRIMARIO","PRIMERA",
"684","NOCTURNA TOMAS ALVA EDISON","700000300","239",,"UEPA","TERCERA",
"685","SANTIAGO PAREDES","700025700","239",,"PRIMARIO","PRIMERA",
"686","ESCUELA TEC. CAP. LAB. TOMAS ALVA EDISON","700072400","239",,"TEC. CAP. LABORAL","SEGUNDA",
"687","E.N.I. NÂº 70","700105100","239",,"INICIAL","PRIMERA",
"688","INSTITUTO SUPERIOR DE EDUCACION FISICA DE SAN JUAN","700026200","240",,"SUPERIOR","PRIMERA",
"689","PROVINCIA DE CORRIENTES","700034900","241",,"PRIMARIO","PRIMERA",
"690","E.P.E.T. NÂ° 8  SAN JUAN","700073600","241",,"TECNICO","SEGUNDA",
"691","J.I.N.Z. NÂº 39 PROVINCIA DE CORRIENTES SEDE","700098900","241",,"INICIAL","PRIMERA",
"692","FRANCISCO DE VILLAGRA","700000700","242",,"PRIMARIO","SEGUNDA",
"693","J.I.N.Z. NÂº 39 FRANCISCO DE VILLAGRA ANEXO","700098902","242",,"INICIAL","PRIMERA",
"694","JOSE PEDRO CORTINEZ","700038700","243",,"PRIMARIO","PRIMERA",
"695","J.I.N.Z. NÂº 39 JOSE PEDRO CORTINEZ ANEXO","700098901","243",,"INICIAL","PRIMERA",
"696","ESCUELA SECUNDARIA JOSE PEDRO CORTINEZ","700108100","243",,"SECUNDARIO","TERCERA",
"697","MIGUEL DE CERVANTES SAAVEDRA","700026100","244",,"PRIMARIO","SEGUNDA",
"698","J.I.N.Z. NÂº 38 MIGUEL DE CERVANTES SAAVEDRA ANEXO","700098802","244",,"INICIAL","PRIMERA",
"699","NOCTURNA MARIA ELISA RUFINO LEON","700000100","245",,"UEPA","TERCERA",
"700","ANTONIA VILLASCUSA","700025500","245",,"PRIMARIO","PRIMERA",
"701","ESCUELA TEC. CAP. LAB. JUAN RAMIREZ DE VELAZCO","700071300","245",,"TEC. CAP. LABORAL","SEGUNDA",
"702","ABENHAMAR RODRIGO","700077600","245",,"PRIMARIO","PRIMERA",
"703","E.N.I. NÂº 59 PROFESOR EDGARDO MENDOZA","700099200","245",,"INICIAL","PRIMERA",
"704","DR. AMABLE JONES","700025600","246",,"PRIMARIO","PRIMERA",
"705","C.E.N.S. NÂ° 174","700025900","246",,"CENS","TERCERA",
"706","E.N.I. NÂº 79","700115300","246",,"INICIAL","TERCERA",
"707","GRAL. ANTONIO GONZALEZ BALCARCE","700041300","247",,"PRIMARIO","PRIMERA",
"708","PROPAA ZONA ESTE UNIDAD EDUCATIVA RADIO 2","700066300","247",,"PROPAA","TERCERA",
"709","ESCUELA TEC. CAP. LAB. MADRES SANJUANINAS","700072300","247",,"TEC. CAP. LABORAL","SEGUNDA",
"710","ESCUELA DE SECUNDARIA GRAL. ANTONIO GONZALEZ BALCARCE","700092500","247",,"SECUNDARIO","TERCERA",
"711","E.N.I. NÂº 64","700101700","247",,"INICIAL","SEGUNDA",
"712","JUAN ANTOLIN ZAPATA","700000400","248",,"PRIMARIO","TERCERA",
"713","J.I.N.Z. NÂº 38 JUAN ANTOLIN ZAPATA ANEXO","700098801","248",,"INICIAL","PRIMERA",
"714","DR. ALBERT EINSTEIN","700008500","249",,"PRIMARIO","TERCERA",
"715","J.I.N.Z. NÂº 5 ESC ALBERT EINSTEIN SEDE","700102100","249",,"INICIAL","PRIMERA",
"716","PROFESOR ALEJANDRO MATHUS","700008400","250",,"PRIMARIO","TERCERA",
"717","ESCUELA TEC. CAP. LAB. TEODOVINA GIMENEZ","700071800","250",,"TEC. CAP. LABORAL","TERCERA",
"718","J.I.N.Z. NÂº 5 ESC PROFESOR ALEJANDRO MATHUS ANEXO","700102102","250",,"INICIAL","SEGUNDA",
"719","CARLOS GUIDO SPANO","700013700","251",,"PRIMARIO","TERCERA",
"720","J.I.N.Z. NÂº 10 ESC CARLOS GUIDO SPANO ANEXO","700104002","251",,"INICIAL","PRIMERA",
"721","CONSTANCIO C. VIGIL","700013800","252",,"PRIMARIO","TERCERA",
"722","J.I.N.Z. NÂº 10 ESC CONSTANCIO C. VIGIL ANEXO","700104004","252",,"INICIAL","PRIMERA",
"723","ESCUELA SECUNDARIA DR. RAMoN EDUARDO LUEJE ( EX C. C. VIGIL","700117000","252",,"SECUNDARIO","TERCERA",
"724","DR. ANACLETO GIL - EMER","700048100","253",,"PRIMARIO","TERCERA",
"725","J.I.N.Z. NÂº 1 ESC DR. ANACLETO GIL ANEXO","700094102","253",,"INICIAL","PRIMERA",
"726","PAULO VI","700048300","254",,"PRIMARIO","TERCERA",
"727","J.I.N.Z. NÂº 10 ESC PAULO VI ANEXO","700104003","254",,"INICIAL","PRIMERA",
"728","MARIANO MORENO - EMER","700013000","255",,"PRIMARIO","TERCERA",
"729","J.I.N.Z. NÂº 1 ESC MARIANO MORENO ANEXO","700094105","255",,"INICIAL","PRIMERA",
"730","COMANDANTE LUIS PIEDRABUENA - EMER","700013900","256",,"PRIMARIO","TERCERA",
"731","J.I.N.Z. NÂº 10 ESC COMANDANTE LUIS PIEDRABUENA ANEXO","700104005","256",,"INICIAL","PRIMERA",
"732","20 DE JUNIO","700048400","257",,"PRIMARIO","SEGUNDA",
"733","J.I.N.Z. NÂº 1 ESC 20 DE JUNIO ANEXO","700094103","257",,"INICIAL","PRIMERA",
"734","JUAN EUGENIO SERU - EMER","700048500","258",,"PRIMARIO","SEGUNDA",
"735","PROPAA ZONA SUR UNIDAD EDUCATIVA NÂ° 16","700066132","258",,"PROPAA","TERCERA",
"736","NÂ° 21 DR. LEOPOLDO BRAVO","700070700","258",,"TEC. CAP. LABORAL","TERCERA",
"737","SECUNDARIA JUAN EUGENIO SERU","700082800","258",,"SECUNDARIO","SEGUNDA",
"738","J.I.N.Z. NÂº 1 ESC JUAN EUGENIO SERU SEDE","700094104","258",,"INICIAL","PRIMERA",
"739","JOSE LOMBARDO RADICE","700039100","259",,"PRIMARIO","TERCERA",
"740","ESCUELA EXPERIMENTAL DE NIVEL MEDIO DIVISADERO","700039200","259",,"SECUNDARIO","SEGUNDA",
"741","J.I.N.Z. NÂº 5 ESC JOSE LOMBARDO RADICE ANEXO","700102103","259",,"INICIAL","SEGUNDA",
"742","OLEGARIO VICTOR ANDRADE","700008300","260",,"PRIMARIO","TERCERA",
"743","J.I.N.Z. NÂº 5 ESC OLEGARIO VICTOR ANDRADE ANEXO","700102104","260",,"INICIAL","SEGUNDA",
"744","DOMINGO FRENCH","700014000","261",,"ALBERGUE","SEGUNDA",
"745","J.I.N.Z. NÂº 11 ESC ALBERGUE DOMINGO FRENCH ANEXO","700103903","261",,"INICIAL","SEGUNDA",
"746","ESCUELA SECUNDARIA DOMINGO FRENCH","700112300","261",,"SECUNDARIO","TERCERA",
"747","PRESIDENTE MANUEL QUINTANA","700014100","262",,"PRIMARIO","TERCERA",
"748","J.I.N.Z. NÂº 11 ESC PRESIDENTE MANUEL QUINTANA ANEXO","700103902","262",,"INICIAL","SEGUNDA",
"749","E.N.I. NÂº 5  PATRICIA SARLE","700011600","263",,"INICIAL","PRIMERA",
"750","NOCTURNA MINERO SANJUANINO","700008700","264",,"UEPA","TERCERA",
"751","FALUCHO TURNO MANANA","700039000","264",,"PRIMARIO","PRIMERA",
"752","C.E.N.S. HEROES DE MALVINAS - ANEXO LOS BERROS","700063701","264",,"CENS","TERCERA",
"753","ANEXO ESC. TEC. CAP. LAB. TEODOVINA GIMENEZ","700071801","264",,"TEC. CAP. LABORAL","TERCERA",
"754","FALUCHO TURNO TARDE","700106900","264",,"PRIMARIO","PRIMERA",
"755","E.N.I. NÂº 25 GABRIEL GARCIA MARQUEZ","700085400","264",,"INICIAL","PRIMERA",
"756","ESCUELA DE EDUCACION ESPECIAL ""CURA BROCHERO"" (EX E.E.E. MULTIPLE DE SARMIENTO)","700013100","265",,"EDUCACION ESPECIAL","PRIMERA",
"757","E.N.I. NÂº 14 ALFONSINA STORNI","700013200","266",,"INICIAL","PRIMERA",
"758","DR. CARLOS DONCEL - EMER","700014300","267",,"PRIMARIO","TERCERA",
"759","J.I.N.Z. NÂº 10 ESC DR CARLOS DONCEL ANEXO","700104001","267",,"INICIAL","PRIMERA",
"760","INGENIERO FELIX AGUILAR","700048600","268",,"PRIMARIO","PRIMERA",
"761","PERIODISTA LUIS JORGE BATES","700048700","268",,"PRIMARIO","PRIMERA",
"762","C.E.N.S. HeROES DE MALVINAS","700063700","268",,"CENS","TERCERA",
"763","ESCUELA SECUNDARIA VICTORINA LENOIR DE NAVARRO","700048800","269",,"SECUNDARIO","PRIMERA",
"764","PROPPA ZONA SUR CAP 66 CIC VILLA MEDIA AGUA","700066114","269",,"","",
"765","ESCUELA TEC. CAP. LAB. AUGUSTO BELIN SARMIENTO","700067600","269",,"TEC. CAP. LABORAL","SEGUNDA",
"766","AGROTECNICA SARMIENTO","700013600","270",,"AGROTECNICA","PRIMERA",
"767","BATALLA DE SUIPACHA","700008200","271",,"PRIMARIO","TERCERA",
"768","JUAN JOSE LARREA","700014400","272",,"PRIMARIO","TERCERA",
"769","J.I.N.Z. NÂº 11 ESC JUAN JOSE LARREA ANEXO","700103901","272",,"INICIAL","SEGUNDA",
"770","JOSE MARIA DEL CARRIL","700014500","273",,"PRIMARIO","SEGUNDA",
"771","J.I.N.Z. NÂº 10 ESC JOSE MARIA DEL CARRIL SEDE","700104000","273",,"INICIAL","PRIMERA",
"772","ESCUELA SECUNDARIA JOSE MARIA DEL CARRIL","700110300","273",,"SECUNDARIO","TERCERA",
"773","C.E.N.S. ULLUM","700028800","274",,"CENS","TERCERA",
"774","ESCUELA NOCTURNA DR. RODOLFO EDGAR BRUSOTTI (UEPA NÂº 20)","700029000","274",,"UEPA","TERCERA",
"775","ELVIRA DE LA RIESTRA DE LAINEZ","700029200","274",,"PRIMARIO","PRIMERA",
"776","INSTITUTO SUPERIOR TECNICO DE ULLUM","700076100","274",,"SUPERIOR","TERCERA",
"777","E.N.I. NÂº 43 MAFALDA","700093900","274",,"INICIAL","PRIMERA",
"778","E.P.E.T. NÂº 9 DR. RENE FAVALORO","700028900","275",,"TECNICO","PRIMERA",
"779","ESCUELA TEC. CAP. LAB. ARMANDO GAVIORNO","700071000","275",,"TEC. CAP. LABORAL","TERCERA",
"780","ANEXO ESCUELA NOCTURNA DR. RODOLFO EDGAR BRUSOTTI (UEPA NÂº 20)","700029001","276",,"UEPA","TERCERA",
"781","BENJAMIN LENOIR","700029100","276",,"PRIMARIO","TERCERA",
"782","MARIA ELENA VIDART DE MAURIN","700054400","277",,"PRIMARIO","TERCERA",
"783","J.I.N.Z. NÂº 56 MARIA ELENA VIDART DE MAURIN ANEXO","700114504","277",,"INICIAL","TERCERA",
"784","BUENAVENTURA COLLADO","700018000","278",,"ALBERGUE","TERCERA",
"785","J.I.N.Z. NÂº 7  ALBERGUE BUENAVENTURA COLLADO ANEXO","700099508","278",,"INICIAL","TERCERA",
"786","MARCO JUSTINIANO GOMEZ NARVAEZ","700053700","279",,"ALBERGUE","TERCERA",
"787","J.I.N.Z. NÂº 31  ESC ALBERGUE MARCOS J. GOMEZ NARVAEZ ANEXO","700105705","279",,"INICIAL","TERCERA",
"788","BENITO LINCH","700053600","280",,"PRIMARIO","TERCERA",
"789","MISION DE CULTURA RURAL Y DOMESTICA NÂ° 9","700072100","280",,"MONOTECNICA","PRIMERA",
"790","ESCUELA SECUNDARIA ASTICA","700075400","280",,"SECUNDARIO","TERCERA",
