id_institucion,cue,nombre,establecimiento_cabecera,id_edificio,nivel_educativo,categoria,ambito
374,700016800,DR. ALFREDO CALCAGNO - EMER,DR. ALFREDO CALCAGNO  EMER,137,PRIMARIO,TERCERA,PUBLICO
375,700096005,J.I.N.Z. Nº 16 ESCDR. ALFREDO CALCAGNO ANEXO,DR. ALFREDO CALCAGNO  EMER,137,INICIAL,TERCERA,PUBLICO
376,700017000,ONOFRE ILLANES,ONOFRE ILLANES,138,PRIMARIO,TERCERA,PUBLICO
377,700096001,J.I.N.Z. Nº 16 ESC ONOFRE ILLANES ANEXO,ONOFRE ILLANES,138,INICIAL,TERCERA,PUBLICO
378,700009900,JOSE MARMOL,JOSE MARMOL,139,PRIMARIO,TERCERA,PUBLICO
379,700096000,J.I.N.Z. Nº 16 ESC JOSE MARMOL SEDE,JOSE MARMOL,139,INICIAL,TERCERA,PUBLICO
380,700009800,MARCOS SASTRE - EMER,MARCOS SASTRE  EMER,140,PRIMARIO,TERCERA,PUBLICO
381,700096301,J.I.N.Z. Nº 19 ESC MARCOS SASTRE ANEXO,MARCOS SASTRE  EMER,140,INICIAL,SEGUNDA,PUBLICO
382,700041000,ALMIRANTE RAMON GONZALEZ FERNANDEZ - EMER,ALMIRANTE RAMON GONZALEZ FERNANDEZ  EMER,141,PRIMARIO,TERCERA,PUBLICO
383,700041100,ESCUELA DE NIVEL MEDIO PAMPA VIEJA,"ALMIRANTE RAMON GONZALEZ FERNANDEZ ""EMER""",141,SECUNDARIO,TERCERA,PUBLICO
384,700066601,ANEXO ESC. TEC. CAP. LAB. GREGORIA DE SAN MARTIN PAMPA,"ALMIRANTE RAMON GONZALEZ FERNANDEZ ""EMER""",141,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
385,700094303,J.I.N.Z. Nº 3 ESC ALMIRANTE RAMON GONZALEZ FERNANDEZ ANEXO,ALMIRANTE RAMON GONZALEZ FERNANDEZ EMER,141,INICIAL,PRIMERA,PUBLICO
386,700042200,GABRIEL ALBARRACIN,"GABRIEL ALBARRACIN ""EMER""",142,PRIMARIO,TERCERA,PUBLICO
387,700096306,J.I.N.Z. Nº 19 ESC GABRIEL ALBARRACIN ANEXO,"GABRIEL ALBARRACIN ""EMER""",142,INICIAL,SEGUNDA,PUBLICO
388,700112100,ESCUELA SECUNDARIA GABRIEL ALBARRACIN,"GABRIEL ALBARRACIN ""EMER""",142,SECUNDARIO,TERCERA,PUBLICO
389,700044600,LORENZO LUZURIAGA,LORENZO LUZURIAGA,143,PRIMARIO,TERCERA,PUBLICO
390,700096204,J.I.N.Z. Nº 18 ESC LORENZO LUZURIAGA ANEXO,LORENZO LUZURIAGA,143,INICIAL,TERCERA,PUBLICO
391,700044500,CAPITAN DE FRAGATA HIPOLITO BUCHARDO,CAPITAN DE FRAGATA HIPOLITO BUCHARDO,144,PRIMARIO,TERCERA,PUBLICO
392,700096205,J.I.N.Z. Nº 18 ESC CAPITAN DE FRAGATA HIPOLITO BUCHARDO ANEXO,CAPITAN DE FRAGATA HIPOLITO BUCHARDO,144,INICIAL,TERCERA,PUBLICO
393,700051100,BIENVENIDA SARMIENTO,BIENVENIDA SARMIENTO,145,PRIMARIO,TERCERA,PUBLICO
394,700096101,J.I.N.Z. Nº 17  BIENVENIDA SARMIENTO ANEXO,BIENVENIDA SARMIENTO,145,INICIAL,TERCERA,PUBLICO
395,700010000,AGUSTIN GOMEZ,AGUSTIN GOMEZ,146,PRIMARIO,TERCERA,PUBLICO
396,700096305,J.I.N.Z. Nº 19 AGUSTIN GOMEZ ANEXO,AGUSTIN GOMEZ,146,INICIAL,SEGUNDA,PUBLICO
397,700010200,DR. DANIEL SEGUNDO AUBONE,DR. DANIEL SEGUNDO AUBONE,147,PRIMARIO,TERCERA,PUBLICO
398,700096303,J.I.N.Z. Nº 19 ESC DR. DANIEL SEGUNDO AUBONE ANEXO,DR. DANIEL SEGUNDO AUBONE,147,INICIAL,SEGUNDA,PUBLICO
399,700040500,AGROINDUSTRIAL MONS.DR.JUAN A.VIDELA CUELLO,AGROINDUSTRIAL MONS. DR.JUAN ANTONIO VIDELA CUELLO,148,AGROTECNICA,TERCERA,PUBLICO
400,700066700,ESCUELA TEC. CAP. LAB. ARTURO MARASSO,AGROINDUSTRIAL MONS. DR.JUAN ANTONIO VIDELA CUELLO,148,TEC. CAP. LABORAL,TERCERA,PUBLICO
401,700041200,JOAQUIN V. GONZALEZ,ALBERGUE JOAQUIN V. GONZALEZ,149,ALBERGUE,TERCERA,PUBLICO
402,700096307,J.I.N.Z. Nº 19 ESC  ALBERGUE JOAQUIN V. GONZALEZ ANEXO,ALBERGUE JOAQUIN V. GONZALEZ,149,INICIAL,SEGUNDA,PUBLICO
403,700041500,PROVINCIA DE LA PAMPA,PROVINCIA DE LA PAMPA,150,PRIMARIO,PRIMERA,PUBLICO
404,700096102,J.I.N.Z. Nº 17 ESC PROVINCIA DE LA PAMPA ANEXO,PROVINCIA DE LA PAMPA,150,INICIAL,TERCERA,PUBLICO
405,700040400,INSTITUTO SUPERIOR DE SAN ISIDRO,JOAQUIN V. GONZALEZ,149,SUPERIOR,PRIMERA,PUBLICO
406,700052000,JUAN DE ECHEGARAY,JUAN DE ECHEGARAY,151,PRIMARIO,TERCERA,PUBLICO
407,700096201,J.I.N.Z. Nº 18  ESC  JUAN DE ECHEGARAY ANEXO,JUAN DE ECHEGARAY,151,INICIAL,TERCERA,PUBLICO
408,700040700,PEDRO BONIFACIO PALACIOS,PEDRO BONIFACIO PALACIOS,152,PRIMARIO,SEGUNDA,PUBLICO
409,700041601,U.E.P.A. N° 5 ANEXO PEDRO BONIFACIO PALACIOS,PEDRO BONIFACIO PALACIOS,152,UEPA,TERCERA,PUBLICO
410,700066702,ANEXO ESC. TEC. CAP. LAB. ARTURO MARASSO (TAMBERIAS),PEDRO BONIFACIO PALACIOS,152,TEC. CAP. LABORAL,TERCERA,PUBLICO
411,700094302,J.I.N.Z. Nº 3 ESC PEDRO BONIFACIO PALACIOS ANEXO,PEDRO BONIFACIO PALACIOS,152,INICIAL,PRIMERA,PUBLICO
412,700098100,ESCUELA SECUNDARIA PEDRO BONIFACIO PALACIOS,PEDRO BONIFACIO PALACIOS,152,SECUNDARIO,TERCERA,PUBLICO
413,700011700,24 DE SEPTIEMBRE - EMER,24 DE SEPTIEMBRE  EMER,153,PRIMARIO,PRIMERA,PUBLICO
414,700040900,C.E.N.S. HEBE FIGUEROA,24 DE SEPTIEMBRE  EMER,153,CENS,TERCERA,PUBLICO
415,700094301,J.I.N.Z. Nº 3 ESC 24 DE SEPTIEMBRE ANEXO,24 DE SEPTIEMBRE  EMER,153,INICIAL,PRIMERA,PUBLICO
416,700017100,FRONTERAS ARGENTINAS,FRONTERAS ARGENTINAS,154,PRIMARIO,TERCERA,PUBLICO
417,700051600,ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI,FRONTERAS ARGENTINAS,154,SECUNDARIO,PRIMERA,PUBLICO
418,700096100,J.I.N.Z. Nº 17 ESC FRONTERAS ARGENTINAS SEDE,FRONTERAS ARGENTINAS,154,INICIAL,TERCERA,PUBLICO
419,700051000,JUAN MARIA GUTIERREZ - EMER,JUAN MARIA GUTIERREZ  EMER,155,PRIMARIO,TERCERA,PUBLICO
420,700096308,J.I.N.Z. Nº 19 ESC JUAN MARIA GUTIERREZ ANEXO,JUAN MARIA GUTIERREZ  EMER,155,INICIAL,PRIMERA,PUBLICO
421,700021600,AGROTeCNICA PROF. ANA PEREZ CIANI,ESCUELA AGROTECNICA ANA PEREZ CIANI,156,AGROTECNICA,TERCERA,PUBLICO
422,700021400,EUSEBIO SEGUNDO ZAPATA,EUSEBIO SEGUNDO ZAPATA,157,PRIMARIO,TERCERA,PUBLICO
423,700103000,J.I.N.Z. Nº 32 ESC EUSEBIO SEGUNDO ZAPATA SEDE,EUSEBIO SEGUNDO ZAPATA,157,INICIAL,PRIMERA,PUBLICO
424,700021201,ANEXO NOCTURNA DR. RICARDO BALBIN,DR. LUIS AGOTE,158,UEPA,TERCERA,PUBLICO
425,700039500,DR. LUIS AGOTE,DR. LUIS AGOTE,158,PRIMARIO,PRIMERA,PUBLICO
426,700066801,ANEXO ESC. TEC. CAP. LAB. DOMINGO MATHEU,DR. LUIS AGOTE,158,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
427,700103004,J.I.N.Z. Nº 32  ESC DR. LUIS AGOTE ANEXO,DR. LUIS AGOTE,158,INICIAL,PRIMERA,PUBLICO
428,700112700,C.E.N.S. LAS CHACRITAS,DR. LUIS AGOTE,158,CENS,TERCERA,PUBLICO
429,700039400,PROCESA SARMIENTO DE LENOIR,PROCESA SARMIENTO DE LENOIR,159,PRIMARIO,SEGUNDA,PUBLICO
430,700089100,ESC. ED.SECUNDARIA PROCESA SARMIENTO DE LENOIR,PROCESA SARMIENTO DE LENOIR,159,SECUNDARIO,TERCERA,PUBLICO
431,700103005,J.I.N.Z. Nº 32  ESC PROCESA SARMIENTO DE LENOIR ANEXO,PROCESA SARMIENTO DE LENOIR,159,INICIAL,PRIMERA,PUBLICO
432,700021300,ESTEBAN DE LUCA,ESTEBAN DE LUCA,160,PRIMARIO,TERCERA,PUBLICO
433,700103003,J.I.N.Z. Nº 32  ESC ESTEBAN DE LUCA ANEXO,ESTEBAN DE LUCA,160,INICIAL,PRIMERA,PUBLICO
434,700056500,GRANADEROS DE SAN MARTIN,GRANADEROS DE SAN MARTIN,161,PRIMARIO,PRIMERA,PUBLICO
435,700073700,ESCUELA TEC. CAP. LAB. JORGE HUMBERTO YACANTE,GRANADEROS DE SAN MARTIN,161,TEC. CAP. LABORAL,TERCERA,PUBLICO
436,700097500,C.E.N.S. JORGE H. YACANTE,GRANADEROS DE SAN MARTIN,161,CENS,TERCERA,PUBLICO
437,700104600,E.N.I. Nº 66 PEQUENOS GRANADEROS,GRANADEROS DE SAN MARTIN,161,INICIAL,PRIMERA,PUBLICO
438,700056100,BATALLA DE TUCUMAN,BATALLA DE TUCUMAN,162,PRIMARIO,TERCERA,PUBLICO
439,700068600,"ESCUELA TECNICA DE CAPACITACION LABORAL ""INT. JOAQUIN UNAC""",BATALLA DE TUCUMAN,162,TEC. CAP. LABORAL,TERCERA,PUBLICO
440,700100300,ESCUELA SECUNDARIA BATALLA DE TUCUMAN,BATALLA DE TUCUMAN,162,SECUNDARIO,TERCERA,PUBLICO
441,700104100,J.I.N.Z. Nº 27 ESC BATALLA DE TUCUMAN SEDE,BATALLA DE TUCUMAN,162,INICIAL,PRIMERA,PUBLICO
442,700020000,MAESTRO ARGENTINO,MAESTRO ARGENTINO,163,PRIMARIO,TERCERA,PUBLICO
443,700104402,J.I.N.Z. Nº 26  MAESTRO ARGENTINO ANEXO,MAESTRO ARGENTINO,163,INICIAL,PRIMERA,PUBLICO
444,700008701,ANEXO ESCUELA NOCTURNA MINERO SANJUANINO,CARLOS N. VERGARA EMER,164,UEPA,TERCERA,PUBLICO
445,700020100,ESCUELA COMERCIO SIXTO SALINAS DE RIVERA,CARLOS N. VERGARA EMER,164,SECUNDARIO,SEGUNDA,PUBLICO
446,700020400,CARLOS N. VERGARA - EMER,CARLOS N. VERGARA EMER,164,PRIMARIO,PRIMERA,PUBLICO
447,700104401,J.I.N.Z. Nº 26 ESC CARLOS N VERGARA ANEXO ,CARLOS N. VERGARA EMER,164,INICIAL,PRIMERA,PUBLICO
448,700019900,DR. ALBERT SCHWEITZER,DR. ALBERT SCHWEITZER,165,PRIMARIO,SEGUNDA,PUBLICO
449,700068601,"ANEXO ESCUELA TECNICA DE CAPACITACION LABORAL ""INT. JOAQUIN UNAC""    EX - ESCUELA TEC. CAP. LAB. N° 4",DR. ALBERT SCHWEITZER,165,,,
450,700104103,J.I.N.Z. Nº 27 ESC ALBERT SCHWEITZER ANEXO,DR. ALBERT SCHWEITZER,165,INICIAL,PRIMERA,PUBLICO
451,700020200,PEDRO DE VALDIVIA,PEDRO DE VALDIVIA,166,PRIMARIO,TERCERA,PUBLICO
452,700104400,J.I.N.Z. Nº 26 ESC PEDRO DE VALDIVIA SEDE,PEDRO DE VALDIVIA,166,INICIAL,PRIMERA,PUBLICO
453,700033900,JUSTO JOSE DE URQUIZA,JUSTO JOSE DE URQUIZA,167,PRIMARIO,TERCERA,PUBLICO
454,700094500,ESCUELA SECUNDARIA JUSTO JOSE DE URQUIZA,JUSTO JOSE DE URQUIZA,167,SECUNDARIO,TERCERA,PUBLICO
455,700103103,J.I.N.Z. Nº 29  ESC JUSTO JOSE DE URQUIZA ANEXO,JUSTO JOSE DE URQUIZA,167,INICIAL,PRIMERA,PUBLICO
456,700019800,TIERRA DEL FUEGO,TIERRA DEL FUEGO,168,PRIMARIO,TERCERA,PUBLICO
457,700104200,J.I.N.Z. Nº 28 ESC TIERRA DEL FUEGO SEDE,TIERRA DEL FUEGO,168,INICIAL,TERCERA,PUBLICO
458,700103202,J.I.N.Z. Nº 30  ESC DR. CARLOS SAAVEDRA LAMAS ANEXO,DR. CARLOS SAAVEDRA LAMAS,169,INICIAL,PRIMERA,PUBLICO
459,700034300,DR. CARLOS SAAVEDRA LAMAS,DR. CARLOS SAAVEDRA LAMAS,169,PRIMARIO,TERCERA,PUBLICO
460,700019700,LUIS VERNET,LUIS VERNET,170,PRIMARIO,SEGUNDA,PUBLICO
461,700104102,J.I.N.Z. Nº 27 ESC LUIS VERNET ANEXO,LUIS VERNET,170,INICIAL,PRIMERA,PUBLICO
462,700055900,PEDRO ALVAREZ,PEDRO ALVAREZ,171,PRIMARIO,SEGUNDA,PUBLICO
463,700101100,ESCUELA SECUNDARIA PEDRO ALVAREZ,PEDRO ALVAREZ,171,SECUNDARIO,TERCERA,PUBLICO
464,700104404,J.I.N.Z. Nº 26  ESC PEDRO ALVAREZ ANEXO,PEDRO ALVAREZ,171,INICIAL,PRIMERA,PUBLICO
465,700034500,GRAL. MARTIN MIGUEL DE GUEMES,GRAL. MARTIN MIGUEL DE GUEMES,172,PRIMARIO,TERCERA,PUBLICO
466,700101200,ESCUELA SECUNDARIA GRAL. MARTIN MIGUEL DE GUEMES,GRAL. MARTIN MIGUEL DE GUEMES,172,SECUNDARIO,TERCERA,PUBLICO
467,700104202,J.I.N.Z. Nº 28  GRAL. MARTIN MIGUEL DE GUEMES ANEXO,GRAL. MARTIN MIGUEL DE GUEMES,172,INICIAL,TERCERA,PUBLICO
468,700034400,12 DE AGOSTO,12 DE AGOSTO,173,PRIMARIO,SEGUNDA,PUBLICO
469,700103204,J.I.N.Z. Nº 30  ESC 12 DE AGOSTO ANEXO,12 DE AGOSTO,173,INICIAL,PRIMERA,PUBLICO
470,700109400,ESCUELA SECUNDARIA 12 DE AGOSTO,12 DE AGOSTO,173,SECUNDARIO,TERCERA,PUBLICO
471,700019600,JOSE RUDECINDO ROJO,JOSE RUDECINDO ROJO,174,PRIMARIO,PRIMERA,PUBLICO
472,700067500,ESCUELA TEC. CAP. LAB. JOSE RUDECINDO ROJO,JOSE RUDECINDO ROJO,174,TEC. CAP. LABORAL,TERCERA,PUBLICO
473,700003300,GRAL. MARIANO ACHA,GRAL. MARIANO ACHA,175,PRIMARIO,TERCERA,PUBLICO
474,700103100,J.I.N.Z. Nº 29 ESC GENERAL MARIANO ACHA SEDE,GRAL. MARIANO ACHA,175,INICIAL,PRIMERA,PUBLICO
475,700003400,JOSE MARIA TORRES,JOSE MARIA TORRES,176,PRIMARIO,PRIMERA,PUBLICO
476,700084600,ESCUELA DE EDUCACION SECUNDARIA JOSE MARIA TORRES,JOSE MARIA TORRES,176,SECUNDARIO,PRIMERA,PUBLICO
477,700087300,E.N.I. Nº 33 MARIA LAURA DEVETACH,JOSE MARIA TORRES,176,INICIAL,PRIMERA,PUBLICO
478,700020700,ESPANA,ESPANA,177,PRIMARIO,PRIMERA,PUBLICO
479,700066126,PROPAA ZONA SUR CAP 81,ESPANA,177,,,
480,700080500,ESCUELA SECUNDARIA ESPANA,ESPANA,177,SECUNDARIO,PRIMERA,PUBLICO
481,700111300,E.N.I. Nº 76 LAURA LEWIN,ESPANA,177,INICIAL,TERCERA,PUBLICO
482,700020600,DR. ANTONINO  ABERASTAIN,DR. ANTONINO  ABERASTAIN,178,PRIMARIO,PRIMERA,PUBLICO
483,700056200,INGENIERO MARCO ANTONIO ZALAZAR,DR. ANTONINO  ABERASTAIN,178,PRIMARIO,PRIMERA,PUBLICO
484,700056400,NOCTURNA DR. ANTONINO ABERASTAIN,DR. ANTONINO  ABERASTAIN,178,UEPA,TERCERA,PUBLICO
485,700071400,ESCUELA TEC. CAP. LAB. MAGDALENA B. DE ABERASTAIN,DR. ANTONINO  ABERASTAIN,178,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
486,700056300,CONTRA ALMIRANTE ELEAZAR VIDELA,CONTRALMIRANTE ELEAZAR VIDELA,179,PRIMARIO,PRIMERA,PUBLICO
487,700104101,J.I.N.Z. Nº 27 ESC CONTRALMIRANTE ELEAZAR VIDELA ANEXO,CONTRALMIRANTE ELEAZAR VIDELA,179,INICIAL,PRIMERA,PUBLICO
488,700020800,COLEGIO SECUNDARIO PROFESOR FROILAN JAVIER FERRERO,COL. SEC. PROFESOR FROILAN JAVIER FERRERO,180,SECUNDARIO,PRIMERA,PUBLICO
489,700020900,C.E.N.S. POCITO,COL. SEC. PROFESOR FROILAN JAVIER FERRERO,180,CENS,TERCERA,PUBLICO
490,700025401,"ESCUELA NORMAL SUPERIOR ""SARMIENTO"" ANEXO",COL. SEC. PROFESOR FROILAN JAVIER FERRERO,180,SUPERIOR,CUARTA,PUBLICO
491,700075900,INSTITUTO TECNICO SUPERIOR DE GESTION SARMIENTO,AGROTECNICA SARMIENTO,270,SUPERIOR,TERCERA,PUBLICO
492,700034200,RABINDRANATH TAGORE,RABINDRANATH TAGORE,181,PRIMARIO,PRIMERA,PUBLICO
493,700034600,NOCTURNA JUSTO JOSE DE URQUIZA,RABINDRANATH TAGORE,181,UEPA,TERCERA,PUBLICO
494,700070501,ANEXO ESC. TEC. CAP. LAB. INGENIERO DOMINGO KRAUSE,RABINDRANATH TAGORE,181,TEC. CAP. LABORAL,PRIMERA,PUBLICO
495,700096900,C.E.N.S. INGENIERO DOMINGO KRAUSE,RABINDRANATH TAGORE,181,CENS,TERCERA,PUBLICO
496,700103101,J.I.N.Z. Nº 29  ESC RABINDRANATH TAGORE ANEXO,RABINDRANATH TAGORE,181,INICIAL,PRIMERA,PUBLICO
497,700110100,ESCUELA SECUNDARIA RABINDRANATH TAGORE,RABINDRANATH TAGORE,181,SECUNDARIO,TERCERA,PUBLICO
498,700030000,FRAY LUIS BELTRAN,FRAY LUIS BELTRAN,182,PRIMARIO,SEGUNDA,PUBLICO
499,700114000,E.N.I. Nº 75 ELENA SANTA CRUZ,FRAY LUIS BELTRAN,182,INICIAL,TERCERA,PUBLICO
500,700036900,MARCELINO GUARDIOLA,MARCELINO GUARDIOLA,183,PRIMARIO,PRIMERA,PUBLICO
501,700101800,ESCUELA SECUNDARIA MARCELINO GUARDIOLA,MARCELINO GUARDIOLA,183,SECUNDARIO,TERCERA,PUBLICO
502,700113704,J.I.N.Z. Nº 52  ESC MARCELINO GUARDIOLA ANEXO,MARCELINO GUARDIOLA,183,INICIAL,PRIMERA,PUBLICO
503,700030100,MARY OLSTINE GRAHAM,MARY O GRAHAM,184,PRIMARIO,PRIMERA,PUBLICO
504,700089800,E.N.I. Nº 45 MARTA GRAHAM,MARY O GRAHAM,184,INICIAL,PRIMERA,PUBLICO
505,700005500,EUGENIA BELIN SARMIENTO,EUGENIA BELIN SARMIENTO,185,PRIMARIO,PRIMERA,PUBLICO
506,700071100,ESCUELA TEC. CAP. LAB. TERESA DE ASCENCIO DE DE MALLEA,EUGENIA BELIN SARMIENTO,185,TEC. CAP. LABORAL,TERCERA,PUBLICO
507,700089300,ESCUELA SECUNDARIA EUGENIA BELIN SARMIENTO,EUGENIA BELIN SARMIENTO,185,SECUNDARIO,PRIMERA,PUBLICO
508,700002000,NOCTURNA ALMIRANTE BROWN,BARRIO VALLE GRANDE TURNO MANANA,419,UEPA,TERCERA,PUBLICO
509,700002100,GABRIELA MISTRAL,GABRIELA MISTRAL,186,PRIMARIO,PRIMERA,PUBLICO
510,700002200,JOSE HERNANDEZ,GABRIELA MISTRAL,186,PRIMARIO,PRIMERA,PUBLICO
511,700068400,ESCUELA TEC. CAP. LAB. JUAN PABLO ECHAGUE,GABRIELA MISTRAL,186,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
512,700093600,E.N.I. Nº 51 TIEMPO DE SOL,GABRIELA MISTRAL,186,INICIAL,PRIMERA,PUBLICO
513,700004700,ANTONIO DE LA TORRE,ANTONIO DE LA TORRE,187,PRIMARIO,PRIMERA,PUBLICO
514,700066107,PROPAA ZONA SUR PROPAA - CAP 14 CIC VILLA KRAUSE,ANTONIO DE LA TORRE,187,PROPAA,CUARTA,PUBLICO
515,700087500,E.N.I. Nº 36 MILO LOCKETT,ANTONIO DE LA TORRE,187,INICIAL,PRIMERA,PUBLICO
516,700032200,E.P.E.T. N° 3  SAN JUAN,E.P.E.T. N° 3 SAN JUAN,188,TECNICO,PRIMERA,PUBLICO
517,700006500,TENIENTE GRAL. PEDRO EUGENIO ARAMBURU,TTE. GRAL. PEDRO EUGENIO ARAMBURU,189,PRIMARIO,PRIMERA,PUBLICO
518,700038800,PRESIDENTE JUAN DOMINGO PERON,TTE. GRAL. PEDRO EUGENIO ARAMBURU,189,PRIMARIO,PRIMERA,PUBLICO
519,700071600,ESCUELA TEC. CAP. LAB. NINAS DE AYOHUMA,TTE. GRAL. PEDRO EUGENIO ARAMBURU,189,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
520,700087400,E.N.I. Nº 34 MAGDALENA GUEMES,TTE. GRAL. PEDRO EUGENIO ARAMBURU,189,INICIAL,PRIMERA,PUBLICO
521,700005100,U.E.P.A. N° 9,SAN JUAN EUDES,190,UEPA,TERCERA,PUBLICO
522,700005400,SAN JUAN EUDES,SAN JUAN EUDES,190,PRIMARIO,SEGUNDA,PUBLICO
523,700086600,E.N.I. Nº  28 SAN JUAN BAUTISTA,SAN JUAN EUDES,190,INICIAL,PRIMERA,PUBLICO
524,700037500,SATURNINO SARASSA,SATURNINO SARASSA,191,PRIMARIO,PRIMERA,PUBLICO
525,700086300,E.N.I. Nº 26 TAYNEMTA,SATURNINO SARASSA,191,INICIAL,PRIMERA,PUBLICO
526,700100500,ESCUELA SECUNDARIA SATURNINO SARASSA,SATURNINO SARASSA,191,SECUNDARIO,TERCERA,PUBLICO
527,700001800,NOCTURNA ANGEL SALVADOR MARTIN,11 DE SETIEMBRE,192,UEPA,TERCERA,PUBLICO
528,700001900,JUAN XXIII,11 DE SETIEMBRE,192,PRIMARIO,SEGUNDA,PUBLICO
529,700030200,11 DE SEPTIEMBRE,11 DE SETIEMBRE,192,PRIMARIO,PRIMERA,PUBLICO
530,700072200,ESCUELA TEC. CAP. LAB. ROBERTO J. PAYRO,11 DE SETIEMBRE,192,TEC. CAP. LABORAL,PRIMERA,PUBLICO
531,700083200,ESCUELA SECUNDARIA JUAN XXIII,11 DE SETIEMBRE,192,SECUNDARIO,PRIMERA,PUBLICO
532,700094600,E.N.I. Nº 52 RUTH HARF,11 DE SETIEMBRE,192,INICIAL,PRIMERA,PUBLICO
533,700066130,PROPAA ZONA SUR CAP 87,14 DE FEBRERO,193,PROPAA,CUARTA,PUBLICO
534,700093300,ESCUELA SECUNDARIA JOSE MANUEL ESTRADA,14 DE FEBRERO,193,SECUNDARIO,SEGUNDA,PUBLICO
535,700030300,14 DE FEBRERO,14 DE FEBRERO,193,PRIMARIO,PRIMERA,PUBLICO
536,700046400,MAESTRO JOSE BERRUTTI,MAESTRO JOSE J. BERRUTTI,194,PRIMARIO,TERCERA,PUBLICO
537,700113501,J.I.N.Z. Nº 50  ESC MAESTRO JOSE JOAQUIN BERRUTTI ANEXO,MAESTRO JOSE J. BERRUTTI,194,INICIAL,PRIMERA,PUBLICO
538,700012000,CECILIO AVILA,CECILIO AVILA,195,PRIMARIO,PRIMERA,PUBLICO
539,700024300,DIVINO NInO JESuS,CECILIO AVILA,195,UEPA,TERCERA,PUBLICO
540,700106000,ESCUELA SECUNDARIA CECILIO AVILA,CECILIO AVILA,195,SECUNDARIO,TERCERA,PUBLICO
541,700113601,J.I.N.Z. Nº 51  ESC CECILIO AVILA ANEXO,CECILIO AVILA,195,INICIAL,PRIMERA,PUBLICO
542,700046700,PATRICIAS MENDOCINAS,PATRICIAS MENDOCINAS,196,PRIMARIO,TERCERA,PUBLICO
543,700070800,MISION MONOTECNICA Y DE EXTENCION CULTURAL N° 14,PATRICIAS MENDOCINAS,196,MONOTECNICA,TERCERA,PUBLICO
544,700082400,ESCUELA SECUNDARIA PATRICIAS MENDOCINAS,PATRICIAS MENDOCINAS,196,SECUNDARIO,TERCERA,PUBLICO
545,700113500,J.I.N.Z. Nº 50 ESCUELA PATRICIAS MENDOCINAS SEDE,PATRICIAS MENDOCINAS,196,INICIAL,PRIMERA,PUBLICO
546,700046900,AMERICA,AMERICA,197,PRIMARIO,TERCERA,PUBLICO
547,700113402,J.I.N.Z. Nº 49  ESC AMERICA ANEXO,AMERICA,197,INICIAL,CUARTA,PUBLICO
548,700047200,ESCUELA AGROTECNICA LOS PIONEROS,JUANA CARDOSO ABERASTAIN,198,AGROTECNICA,PRIMERA,PUBLICO
549,700047300,JUANA CARDOSO ABERASTAIN,JUANA CARDOSO ABERASTAIN,198,PRIMARIO,TERCERA,PUBLICO
550,700113403,J.I.N.Z. Nº 49  ESC JUANA CARDOSO ABERASTAIN ANEXO,JUANA CARDOSO ABERASTAIN,198,INICIAL,SEGUNDA,PUBLICO
551,700012200,PRESIDENTE SARMIENTO,PRESIDENTE SARMIENTO,199,PRIMARIO,SEGUNDA,PUBLICO
552,700067001,ANEXO ESC. TEC. CAP. LAB. MONS. LEONARDO GALLARDO,PRESIDENTE SARMIENTO,199,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
553,700082600,ESCUELA SECUNDARIA PRESIDENTE SARMIENTO,PRESIDENTE SARMIENTO,199,SECUNDARIO,SEGUNDA,PUBLICO
554,700113504,J.I.N.Z. Nº 50  ESC PRESIDENTE SARMIENTO ANEXO,PRESIDENTE SARMIENTO,199,INICIAL,PRIMERA,PUBLICO
555,700012100,PROVINCIA DE MISIONES,PROVINCIA DE MISIONES,200,PRIMARIO,TERCERA,PUBLICO
556,700113404,J.I.N.Z. Nº 49  ESC PROVINCIA DE MISIONES ANEXO,PROVINCIA DE MISIONES,200,INICIAL,SEGUNDA,PUBLICO
557,700046800,ROSARIO VERA PENALOZA,ROSARIO VERA PENALOZA,201,PRIMARIO,TERCERA,PUBLICO
558,700066103,PROPAA ZONA SUR CAP 02 PATRICIAS MENDOCINAS & BIBLIOTECA SUR,ROSARIO VERA PENALOZA,201,,,
559,700066125,PROPAA ZONA SUR CAP 80,ROSARIO VERA PENALOZA,201,,,
560,700109600,C.E.N.S. MEDANO DE ORO,ROSARIO VERA PENALOZA,201,CENS,TERCERA,PUBLICO
561,700113400,J.I.N.Z. Nº 49  ESC ROSARIO VERA PENALOZA SEDE,ROSARIO VERA PENALOZA,201,INICIAL,SEGUNDA,PUBLICO
562,700046600,WALT DISNEY,WALT DISNEY,202,PRIMARIO,TERCERA,PUBLICO
563,700113502,J.I.N.Z. Nº 50  ESC WALT DISNEY ANEXO,WALT DISNEY,202,INICIAL,PRIMERA,PUBLICO
564,700047000,HECTOR CONTE GRAND,HECTOR CONTE GRAND,203,PRIMARIO,TERCERA,PUBLICO
